-1	1.7600	0.4000
-1	0.9790	2.2400
-1	1.8700	-0.9770
-1	0.9500	-0.1510
-1	-0.1030	0.4110
-1	0.1440	1.4500
-1	0.7610	0.1220
-1	0.4440	0.3340
-1	1.4900	-0.2050
-1	0.3130	-0.8540
-1	-2.5500	0.6540
-1	0.8640	-0.7420
-1	2.2700	-1.4500
-1	0.0458	-0.1870
-1	1.5300	1.4700
-1	0.1550	0.3780
-1	-0.8878	-1.9808
-1	-0.3480	0.1560
-1	1.2300	1.2000
-1	-0.3873	-0.3023
-1	-1.0486	-1.4200
-1	-1.7100	1.9500
-1	-0.5097	-0.4381
-1	-1.2500	0.7770
-1	-1.6139	-0.2127
-1	-0.8950	0.3870
-1	-0.5108	-1.1806
-1	-0.0282	0.4280
-1	0.0665	0.3020
-1	-0.6343	-0.3627
-1	-0.6725	-0.3596
-1	-0.8131	-1.7263
-1	0.1770	-0.4020
-1	-1.6300	0.4630
-1	-0.9070	0.0519
-1	0.7290	0.1290
-1	1.1400	-1.2300
-1	0.4020	-0.6850
-1	-0.8708	-0.5788
-1	-0.3120	0.0562
-1	-1.1700	0.9010
-1	0.4660	-1.5400
-1	1.4900	1.9000
-1	1.1800	-0.1800
-1	-1.0700	1.0500
-1	-0.4030	1.2200
-1	0.2080	0.9770
-1	0.3560	0.7070
-1	0.0105	1.7900
-1	0.1270	0.4020
-1	1.8800	-1.3500
-1	-1.2700	0.9690
-1	-1.1700	1.9400
-1	-0.4136	-0.7475
-1	1.9200	1.4800
-1	1.8700	0.9060
-1	-0.8610	1.9100
-1	-0.2680	0.8020
-1	0.9470	-0.1550
-1	0.6140	0.9220
-1	0.3760	-1.1000
-1	0.2980	1.3300
-1	-0.6946	-0.1496
-1	-0.4350	1.8500
-1	0.6720	0.4070
-1	-0.7700	0.5390
-1	-0.6740	0.0318
-1	-0.6360	0.6760
-1	0.5770	-0.2080
-1	0.3960	-1.0900
-1	-1.4900	0.4390
-1	0.1670	0.6350
-1	2.3800	0.9440
-1	-0.9130	1.1200
-1	-1.3159	-0.4616
-1	-0.0682	1.7100
-1	-0.7448	-0.8264
-1	-0.0985	-0.6635
-1	1.1300	-1.0800
-1	-1.1475	-0.4378
-1	-0.4980	1.9300
-1	0.9490	0.0876
-1	-1.2300	0.8440
-1	-1.0002	-1.5448
-1	1.1900	0.3170
-1	0.9210	0.3190
-1	0.8570	-0.6510
-1	-1.0300	0.6820
-1	-0.8034	-0.6895
-1	-0.4560	0.0175
-1	-0.3540	-1.3750
-1	-0.6436	-2.2234
-1	0.6250	-1.6000
-1	-1.1000	0.0522
-1	-0.7400	1.5400
-1	-1.2900	0.2670
-1	-0.0393	-1.1681
-1	0.5230	-0.1720
-1	0.7720	0.8240
-1	2.1600	1.3400
1	1.6300	1.7600
1	3.1000	2.6600
1	2.6400	0.3830
1	1.9800	1.2600
1	2.2800	1.9000
1	2.9100	2.3200
1	2.7900	1.5300
1	1.0600	1.5900
1	1.9800	2.3800
1	4.2600	1.9600
1	1.0400	1.6500
1	1.5400	2.4800
1	0.4590	2.0600
1	2.1600	2.2300
1	1.4000	1.7600
1	0.5760	1.5100
1	1.4600	2.4200
1	0.8440	2.7800
1	3.4900	-0.0700
1	2.4300	2.6800
1	1.3600	1.6000
1	1.8700	1.7000
1	1.6900	0.3240
1	3.1500	3.0800
1	1.1900	0.5340
1	2.5200	1.4200
1	2.1400	1.6800
1	2.6900	2.6900
1	1.2700	0.6170
1	0.4170	2.6100
1	0.8110	1.4900
1	1.4000	1.9500
1	0.0637	2.1900
1	2.5200	2.0900
1	1.6900	2.1000
1	2.4000	-0.7730
1	3.9600	2.3900
1	1.3500	1.6100
1	2.4900	1.8800
1	-0.0307	4.0600
1	1.8900	3.0200
1	1.3100	3.5400
1	2.2900	2.6100
1	0.9550	3.2100
1	2.6900	3.3000
1	1.3700	1.5200
1	4.3000	0.9400
1	1.8600	3.1400
1	2.1000	2.5800
1	1.6000	2.3700
1	0.6930	3.6600
1	1.8800	1.3200
1	2.6700	1.5400
1	0.6660	0.6530
1	2.6900	1.8400
1	1.8700	3.0800
1	0.8730	1.2700
1	1.6200	2.0900
1	1.9600	1.7100
1	1.9400	1.8900
1	1.2800	1.1900
1	2.2700	1.1100
1	0.8430	1.6900
1	1.8400	4.2600
1	1.3000	2.9400
1	2.7500	0.8110
1	2.7700	0.8160
1	-0.6590	2.6100
1	0.2440	2.4500
1	1.3200	3.6600
1	3.0700	1.5500
1	1.3100	0.7860
1	1.5600	1.7200
1	1.6400	2.1600
1	2.5800	2.3500
1	1.2400	0.5620
1	3.3600	1.3100
1	1.3500	1.4800
1	0.1570	1.5200
1	1.5200	2.6200
1	2.7000	2.0000
1	2.9300	2.3400
1	1.9800	2.1600
1	1.8100	1.6100
1	1.7300	0.8720
1	2.2800	1.0100
1	2.8400	1.7500
1	2.0500	2.4900
1	2.6400	0.4290
1	1.7900	2.8800
1	0.3020	2.3900
1	-0.2560	0.9770
1	2.0400	0.3430
1	1.0100	0.5280
1	3.6500	2.1600
1	2.5700	1.7800
1	1.6500	0.3840
1	1.7100	1.2400
1	2.8600	3.1400
1	3.4700	2.8500
